ID,Datetime,Count
268,2012-09-05,4
269,2012-09-05,2
270,2012-09-05,2
271,2012-09-05,2
272,2012-09-05,2
273,2012-09-05,4
274,2012-09-05,4
275,2012-09-05,2
276,2012-09-05,6
277,2012-09-05,2
278,2012-09-05,2
279,2012-09-05,4
280,2012-09-05,2
281,2012-09-05,2
282,2012-09-05,2
283,2012-09-05,8
284,2012-09-05,4
285,2012-09-05,8
286,2012-09-05,14
287,2012-09-05,8
288,2012-09-06,6
289,2012-09-06,2
290,2012-09-06,2
291,2012-09-06,2
292,2012-09-06,2
293,2012-09-06,2
294,2012-09-06,4
295,2012-09-06,6
296,2012-09-06,2
297,2012-09-06,6
298,2012-09-06,2
299,2012-09-06,6
300,2012-09-06,8
301,2012-09-06,6
302,2012-09-06,6
303,2012-09-06,6
304,2012-09-06,6
305,2012-09-06,2
306,2012-09-06,4
307,2012-09-06,2
308,2012-09-06,6
309,2012-09-06,2
310,2012-09-06,6
311,2012-09-06,4
312,2012-09-07,4
313,2012-09-07,2
314,2012-09-07,4
315,2012-09-07,2
316,2012-09-07,2
317,2012-09-07,2
318,2012-09-07,2
319,2012-09-07,2
320,2012-09-07,2
321,2012-09-07,4
322,2012-09-07,4
323,2012-09-07,2
324,2012-09-07,4
325,2012-09-07,2
326,2012-09-07,2
327,2012-09-07,2
328,2012-09-07,4
329,2012-09-07,6
330,2012-09-07,4
331,2012-09-07,2
332,2012-09-07,2
333,2012-09-07,4
334,2012-09-07,2
335,2012-09-07,2
336,2012-09-08,2
337,2012-09-08,36
338,2012-09-08,2
339,2012-09-08,4
340,2012-09-08,2
341,2012-09-08,2
342,2012-09-08,2
343,2012-09-08,2
344,2012-09-08,2
345,2012-09-08,2
346,2012-09-08,2
347,2012-09-08,2
348,2012-09-08,4
349,2012-09-08,4
350,2012-09-08,4
351,2012-09-08,2
352,2012-09-08,4
353,2012-09-08,2
354,2012-09-08,6
355,2012-09-08,2
356,2012-09-08,2
357,2012-09-08,4
358,2012-09-08,4
359,2012-09-08,2
360,2012-09-09,2
361,2012-09-09,2
362,2012-09-09,2
363,2012-09-09,2
364,2012-09-09,2
365,2012-09-09,2
366,2012-09-09,2
367,2012-09-09,2
368,2012-09-09,2
369,2012-09-09,4
370,2012-09-09,8
371,2012-09-09,4
372,2012-09-09,4
373,2012-09-09,6
374,2012-09-09,2
375,2012-09-09,4
376,2012-09-09,2
377,2012-09-09,2
378,2012-09-09,4
379,2012-09-09,2
380,2012-09-09,2
381,2012-09-09,2
382,2012-09-09,2
383,2012-09-09,2
384,2012-09-10,2
385,2012-09-10,2
386,2012-09-10,2
387,2012-09-10,2
388,2012-09-10,2
389,2012-09-10,2
390,2012-09-10,2
391,2012-09-10,2
392,2012-09-10,2
393,2012-09-10,2
394,2012-09-10,2
395,2012-09-10,2
396,2012-09-10,4
397,2012-09-10,2
398,2012-09-10,2
399,2012-09-10,2
400,2012-09-10,2
401,2012-09-10,6
402,2012-09-10,2
403,2012-09-10,2
404,2012-09-10,2
405,2012-09-10,4
406,2012-09-10,8
407,2012-09-10,4
408,2012-09-11,6
409,2012-09-11,2
410,2012-09-11,2
411,2012-09-11,2
412,2012-09-11,2
413,2012-09-11,2
414,2012-09-11,2
415,2012-09-11,4
416,2012-09-11,2
417,2012-09-11,2
418,2012-09-11,2
419,2012-09-11,2
420,2012-09-11,2
421,2012-09-11,2
422,2012-09-11,2
423,2012-09-11,2
424,2012-09-11,2
425,2012-09-11,2
426,2012-09-11,2
427,2012-09-11,2
428,2012-09-11,2
429,2012-09-11,2
430,2012-09-11,6
431,2012-09-11,2
432,2012-09-12,8
433,2012-09-12,2
434,2012-09-12,2
435,2012-09-12,2
436,2012-09-12,2
437,2012-09-12,2
438,2012-09-12,2
439,2012-09-12,2
440,2012-09-12,4
441,2012-09-12,6
442,2012-09-12,4
443,2012-09-12,4
444,2012-09-12,4
445,2012-09-12,2
446,2012-09-12,2
447,2012-09-12,4
448,2012-09-12,6
449,2012-09-12,2
450,2012-09-12,2
451,2012-09-12,4
452,2012-09-12,2
453,2012-09-12,6
454,2012-09-12,8
455,2012-09-12,2
456,2012-09-13,2
457,2012-09-13,6
458,2012-09-13,2
459,2012-09-13,2
460,2012-09-13,2
461,2012-09-13,2
462,2012-09-13,2
463,2012-09-13,2
464,2012-09-13,2
465,2012-09-13,2
466,2012-09-13,4
467,2012-09-13,2
468,2012-09-13,4
469,2012-09-13,2
470,2012-09-13,2
471,2012-09-13,2
472,2012-09-13,4
473,2012-09-13,2
474,2012-09-13,4
475,2012-09-13,4
476,2012-09-13,4
477,2012-09-13,2
478,2012-09-13,8
479,2012-09-13,4
480,2012-09-14,4
481,2012-09-14,2
482,2012-09-14,2
483,2012-09-14,2
484,2012-09-14,2
485,2012-09-14,2
486,2012-09-14,2
487,2012-09-14,2
488,2012-09-14,2
489,2012-09-14,2
490,2012-09-14,8
491,2012-09-14,6
492,2012-09-14,2
493,2012-09-14,4
494,2012-09-14,6
495,2012-09-14,4
496,2012-09-14,4
497,2012-09-14,2
498,2012-09-14,4
499,2012-09-14,6
500,2012-09-14,4
501,2012-09-14,4
502,2012-09-14,4
503,2012-09-14,4
504,2012-09-15,4
505,2012-09-15,8
506,2012-09-15,4
507,2012-09-15,4
508,2012-09-15,4
509,2012-09-15,2
510,2012-09-15,2
511,2012-09-15,4
512,2012-09-15,6
513,2012-09-15,2
514,2012-09-15,4
515,2012-09-15,8
516,2012-09-15,8
517,2012-09-15,4
518,2012-09-15,4
519,2012-09-15,2
520,2012-09-15,2
521,2012-09-15,2
522,2012-09-15,2
523,2012-09-15,2
524,2012-09-15,4
525,2012-09-15,2
526,2012-09-15,4
527,2012-09-15,4
528,2012-09-16,4
529,2012-09-16,2
530,2012-09-16,2
531,2012-09-16,2
532,2012-09-16,2
533,2012-09-16,2
534,2012-09-16,2
535,2012-09-16,2
536,2012-09-16,2
537,2012-09-16,4
538,2012-09-16,4
539,2012-09-16,8
540,2012-09-16,4
541,2012-09-16,2
542,2012-09-16,2
543,2012-09-16,2
544,2012-09-16,2
545,2012-09-16,6
546,2012-09-16,2
547,2012-09-16,2
548,2012-09-16,4
549,2012-09-16,2
550,2012-09-16,4
551,2012-09-16,2
552,2012-09-17,4
553,2012-09-17,2
554,2012-09-17,2
555,2012-09-17,2
556,2012-09-17,2
557,2012-09-17,2
558,2012-09-17,2
559,2012-09-17,2
560,2012-09-17,2
561,2012-09-17,4
562,2012-09-17,2
563,2012-09-17,4
564,2012-09-17,4
565,2012-09-17,2
566,2012-09-17,6
567,2012-09-17,6
568,2012-09-17,6
569,2012-09-17,8
570,2012-09-17,2
571,2012-09-17,2
572,2012-09-17,4
573,2012-09-17,4
574,2012-09-17,8
575,2012-09-17,10
576,2012-09-18,8
577,2012-09-18,14
578,2012-09-18,2
579,2012-09-18,8
580,2012-09-18,2
581,2012-09-18,2
582,2012-09-18,2
583,2012-09-18,6
584,2012-09-18,10
585,2012-09-18,12
586,2012-09-18,6
587,2012-09-18,8
588,2012-09-18,10
589,2012-09-18,12
590,2012-09-18,12
591,2012-09-18,2
592,2012-09-18,4
593,2012-09-18,4
594,2012-09-18,8
595,2012-09-18,6
596,2012-09-18,6
597,2012-09-18,12
598,2012-09-18,12
599,2012-09-18,20
600,2012-09-19,10
601,2012-09-19,16
602,2012-09-19,8
603,2012-09-19,4
604,2012-09-19,2
605,2012-09-19,2
606,2012-09-19,8
607,2012-09-19,2
608,2012-09-19,6
609,2012-09-19,6
610,2012-09-19,10
611,2012-09-19,8
612,2012-09-19,12
613,2012-09-19,2
614,2012-09-19,2
615,2012-09-19,8
616,2012-09-19,6
617,2012-09-19,10
618,2012-09-19,6
619,2012-09-19,4
620,2012-09-19,8
621,2012-09-19,6
622,2012-09-19,4
623,2012-09-19,8
624,2012-09-20,4
625,2012-09-20,8
626,2012-09-20,4
627,2012-09-20,2
628,2012-09-20,2
629,2012-09-20,4
630,2012-09-20,2
631,2012-09-20,4
632,2012-09-20,2
633,2012-09-20,4
634,2012-09-20,2
635,2012-09-20,4
636,2012-09-20,2
637,2012-09-20,4
638,2012-09-20,2
639,2012-09-20,10
640,2012-09-20,4
641,2012-09-20,2
642,2012-09-20,2
643,2012-09-20,2
644,2012-09-20,4
645,2012-09-20,2
646,2012-09-20,4
647,2012-09-20,4
648,2012-09-21,8
649,2012-09-21,6
650,2012-09-21,2
651,2012-09-21,4
652,2012-09-21,4
653,2012-09-21,2
654,2012-09-21,2
655,2012-09-21,2
656,2012-09-21,2
657,2012-09-21,4
658,2012-09-21,2
659,2012-09-21,4
660,2012-09-21,8
661,2012-09-21,4
662,2012-09-21,2
663,2012-09-21,4
664,2012-09-21,2
665,2012-09-21,2
666,2012-09-21,2
667,2012-09-21,4
668,2012-09-21,2
669,2012-09-21,4
670,2012-09-21,8
671,2012-09-21,6
672,2012-09-22,8
673,2012-09-22,4
674,2012-09-22,2
675,2012-09-22,2
676,2012-09-22,4
677,2012-09-22,4
678,2012-09-22,4
679,2012-09-22,2
680,2012-09-22,2
681,2012-09-22,4
682,2012-09-22,2
683,2012-09-22,6
684,2012-09-22,4
685,2012-09-22,4
686,2012-09-22,2
687,2012-09-22,2
688,2012-09-22,2
689,2012-09-22,4
690,2012-09-22,2
691,2012-09-22,2
692,2012-09-22,2
693,2012-09-22,4
694,2012-09-22,4
695,2012-09-22,2
696,2012-09-23,4
697,2012-09-23,4
698,2012-09-23,2
699,2012-09-23,4
700,2012-09-23,6
701,2012-09-23,2
702,2012-09-23,2
703,2012-09-23,2
704,2012-09-23,2
705,2012-09-23,2
706,2012-09-23,2
707,2012-09-23,6
708,2012-09-23,2
709,2012-09-23,4
710,2012-09-23,4
711,2012-09-23,8
712,2012-09-23,4
713,2012-09-23,6
714,2012-09-23,6
715,2012-09-23,8
716,2012-09-23,10
717,2012-09-23,4
718,2012-09-23,2
719,2012-09-23,6
720,2012-09-24,8
721,2012-09-24,10
722,2012-09-24,8
723,2012-09-24,2
724,2012-09-24,2
725,2012-09-24,4
726,2012-09-24,4
727,2012-09-24,4
728,2012-09-24,6
729,2012-09-24,10
730,2012-09-24,4
731,2012-09-24,6
732,2012-09-24,6
733,2012-09-24,8
734,2012-09-24,14
735,2012-09-24,6
736,2012-09-24,6
737,2012-09-24,2
738,2012-09-24,4
739,2012-09-24,6
740,2012-09-24,14
741,2012-09-24,10
742,2012-09-24,12
743,2012-09-24,6
744,2012-09-25,10
745,2012-09-25,14
746,2012-09-25,12
747,2012-09-25,2
748,2012-09-25,4
749,2012-09-25,2
750,2012-09-25,2
751,2012-09-25,2
752,2012-09-25,4
753,2012-09-25,6
754,2012-09-25,12
755,2012-09-25,10
756,2012-09-25,4
757,2012-09-25,4
758,2012-09-25,6
759,2012-09-25,8
760,2012-09-25,6
761,2012-09-25,4
762,2012-09-25,4
763,2012-09-25,14
764,2012-09-25,4
765,2012-09-25,10
766,2012-09-25,8
767,2012-09-25,8
768,2012-09-26,12
769,2012-09-26,6
770,2012-09-26,10
771,2012-09-26,8
772,2012-09-26,6
773,2012-09-26,4
774,2012-09-26,2
775,2012-09-26,2
776,2012-09-26,4
777,2012-09-26,6
778,2012-09-26,6
779,2012-09-26,6
780,2012-09-26,8
781,2012-09-26,4
782,2012-09-26,2
783,2012-09-26,4
784,2012-09-26,2
785,2012-09-26,2
786,2012-09-26,4
787,2012-09-26,4
788,2012-09-26,4
789,2012-09-26,2
790,2012-09-26,2
791,2012-09-26,8
792,2012-09-27,4
793,2012-09-27,2
794,2012-09-27,16
795,2012-09-27,6
796,2012-09-27,2
797,2012-09-27,6
798,2012-09-27,2
799,2012-09-27,2
800,2012-09-27,6
801,2012-09-27,4
802,2012-09-27,4
803,2012-09-27,4
804,2012-09-27,2
805,2012-09-27,4
806,2012-09-27,4
807,2012-09-27,4
808,2012-09-27,2
809,2012-09-27,4
810,2012-09-27,2
811,2012-09-27,2
812,2012-09-27,8
813,2012-09-27,4
814,2012-09-27,8
815,2012-09-27,2
816,2012-09-28,2
817,2012-09-28,2
818,2012-09-28,2
819,2012-09-28,4
820,2012-09-28,2
821,2012-09-28,2
822,2012-09-28,2
823,2012-09-28,2
824,2012-09-28,2
825,2012-09-28,2
826,2012-09-28,2
827,2012-09-28,6
828,2012-09-28,2
829,2012-09-28,2
830,2012-09-28,4
831,2012-09-28,6
832,2012-09-28,6
833,2012-09-28,6
834,2012-09-28,6
835,2012-09-28,2
836,2012-09-28,4
837,2012-09-28,4
838,2012-09-28,2
839,2012-09-28,4
840,2012-09-29,2
841,2012-09-29,2
842,2012-09-29,4
843,2012-09-29,2
844,2012-09-29,4
845,2012-09-29,2
846,2012-09-29,4
847,2012-09-29,2
848,2012-09-29,4
849,2012-09-29,2
850,2012-09-29,2
851,2012-09-29,4
852,2012-09-29,2
853,2012-09-29,4
854,2012-09-29,2
855,2012-09-29,2
856,2012-09-29,2
857,2012-09-29,4
858,2012-09-29,2
859,2012-09-29,2
860,2012-09-29,2
861,2012-09-29,2
862,2012-09-29,2
863,2012-09-29,2
864,2012-09-30,4
865,2012-09-30,2
866,2012-09-30,6
867,2012-09-30,6
868,2012-09-30,2
869,2012-09-30,2
870,2012-09-30,2
871,2012-09-30,2
872,2012-09-30,6
873,2012-09-30,4
874,2012-09-30,8
875,2012-09-30,16
876,2012-09-30,30
877,2012-09-30,58
878,2012-09-30,30
879,2012-09-30,18
880,2012-09-30,18
881,2012-09-30,12
882,2012-09-30,24
883,2012-09-30,16
884,2012-09-30,20
885,2012-09-30,10
886,2012-09-30,28
887,2012-09-30,32
888,2012-10-01,22
889,2012-10-01,6
890,2012-10-01,8
891,2012-10-01,4
892,2012-10-01,10
893,2012-10-01,8
894,2012-10-01,6
895,2012-10-01,4
896,2012-10-01,12
897,2012-10-01,14
898,2012-10-01,20
899,2012-10-01,10
900,2012-10-01,12
901,2012-10-01,16
902,2012-10-01,4
903,2012-10-01,6
904,2012-10-01,6
905,2012-10-01,18
906,2012-10-01,8
907,2012-10-01,6
908,2012-10-01,12
909,2012-10-01,14
910,2012-10-01,8
911,2012-10-01,14
912,2012-10-02,20
913,2012-10-02,10
914,2012-10-02,2
915,2012-10-02,2
916,2012-10-02,2
917,2012-10-02,2
918,2012-10-02,2
919,2012-10-02,4
920,2012-10-02,6
921,2012-10-02,12
922,2012-10-02,8
923,2012-10-02,10
924,2012-10-02,14
925,2012-10-02,10
926,2012-10-02,8
927,2012-10-02,4
928,2012-10-02,8
929,2012-10-02,2
930,2012-10-02,6
931,2012-10-02,10
932,2012-10-02,4
933,2012-10-02,6
934,2012-10-02,12
935,2012-10-02,2
936,2012-10-03,6
937,2012-10-03,2
938,2012-10-03,2
939,2012-10-03,2
940,2012-10-03,4
941,2012-10-03,2
942,2012-10-03,4
943,2012-10-03,2
944,2012-10-03,6
945,2012-10-03,4
946,2012-10-03,12
947,2012-10-03,8
948,2012-10-03,2
949,2012-10-03,6
950,2012-10-03,4
951,2012-10-03,4
952,2012-10-03,6
953,2012-10-03,6
954,2012-10-03,6
955,2012-10-03,6
956,2012-10-03,8
957,2012-10-03,6
958,2012-10-03,4
959,2012-10-03,4
960,2012-10-04,2
961,2012-10-04,14
962,2012-10-04,6
963,2012-10-04,2
964,2012-10-04,2
965,2012-10-04,2
966,2012-10-04,12
967,2012-10-04,4
968,2012-10-04,4
969,2012-10-04,10
970,2012-10-04,18
971,2012-10-04,20
972,2012-10-04,8
973,2012-10-04,4
974,2012-10-04,6
975,2012-10-04,6
976,2012-10-04,2
977,2012-10-04,8
978,2012-10-04,2
979,2012-10-04,10
980,2012-10-04,6
981,2012-10-04,4
982,2012-10-04,4
983,2012-10-04,4
984,2012-10-05,8
985,2012-10-05,6
986,2012-10-05,2
987,2012-10-05,2
988,2012-10-05,2
989,2012-10-05,2
990,2012-10-05,2
991,2012-10-05,8
992,2012-10-05,8
993,2012-10-05,8
994,2012-10-05,8
995,2012-10-05,10
996,2012-10-05,4
997,2012-10-05,8
998,2012-10-05,12
999,2012-10-05,6
1000,2012-10-05,6
1001,2012-10-05,6
1002,2012-10-05,2
1003,2012-10-05,4
1004,2012-10-05,6
1005,2012-10-05,2
1006,2012-10-05,4
1007,2012-10-05,8
1008,2012-10-06,8
1009,2012-10-06,2
1010,2012-10-06,2
1011,2012-10-06,2
1012,2012-10-06,2
1013,2012-10-06,2
1014,2012-10-06,2
1015,2012-10-06,2
1016,2012-10-06,4
1017,2012-10-06,6
1018,2012-10-06,6
1019,2012-10-06,14
1020,2012-10-06,6
1021,2012-10-06,8
1022,2012-10-06,10
1023,2012-10-06,8
1024,2012-10-06,2
1025,2012-10-06,2
1026,2012-10-06,2
1027,2012-10-06,4
1028,2012-10-06,6
1029,2012-10-06,4
1030,2012-10-06,4
1031,2012-10-06,10
1032,2012-10-07,4
1033,2012-10-07,6
1034,2012-10-07,4
1035,2012-10-07,8
1036,2012-10-07,4
1037,2012-10-07,10
1038,2012-10-07,8
1039,2012-10-07,6
1040,2012-10-07,4
1041,2012-10-07,10
1042,2012-10-07,10
1043,2012-10-07,8
1044,2012-10-07,10
1045,2012-10-07,12
1046,2012-10-07,4
1047,2012-10-07,6
1048,2012-10-07,4
1049,2012-10-07,6
1050,2012-10-07,6
1051,2012-10-07,6
1052,2012-10-07,6
1053,2012-10-07,14
1054,2012-10-07,6
1055,2012-10-07,6
1056,2012-10-08,4
1057,2012-10-08,10
1058,2012-10-08,4
1059,2012-10-08,2
1060,2012-10-08,12
1061,2012-10-08,4
1062,2012-10-08,6
1063,2012-10-08,16
1064,2012-10-08,10
1065,2012-10-08,18
1066,2012-10-08,18
1067,2012-10-08,32
1068,2012-10-08,38
1069,2012-10-08,24
1070,2012-10-08,18
1071,2012-10-08,26
1072,2012-10-08,24
1073,2012-10-08,20
1074,2012-10-08,20
1075,2012-10-08,38
1076,2012-10-08,22
1077,2012-10-08,18
1078,2012-10-08,16
1079,2012-10-08,14
1080,2012-10-09,18
1081,2012-10-09,10
1082,2012-10-09,2
1083,2012-10-09,2
1084,2012-10-09,4
1085,2012-10-09,6
1086,2012-10-09,4
1087,2012-10-09,4
1088,2012-10-09,8
1089,2012-10-09,8
1090,2012-10-09,4
1091,2012-10-09,4
1092,2012-10-09,4
1093,2012-10-09,2
1094,2012-10-09,2
1095,2012-10-09,6
1096,2012-10-09,4
1097,2012-10-09,6
1098,2012-10-09,8
1099,2012-10-09,10
1100,2012-10-09,2
1101,2012-10-09,2
1102,2012-10-09,14
1103,2012-10-09,6
1104,2012-10-10,6
1105,2012-10-10,6
1106,2012-10-10,6
1107,2012-10-10,6
1108,2012-10-10,4
1109,2012-10-10,4
1110,2012-10-10,4
1111,2012-10-10,4
1112,2012-10-10,16
1113,2012-10-10,16
1114,2012-10-10,46
1115,2012-10-10,34
1116,2012-10-10,20
1117,2012-10-10,26
1118,2012-10-10,14
1119,2012-10-10,8
1120,2012-10-10,18
1121,2012-10-10,20
1122,2012-10-10,12
1123,2012-10-10,28
1124,2012-10-10,8
1125,2012-10-10,10
1126,2012-10-10,16
1127,2012-10-10,10
1128,2012-10-11,4
1129,2012-10-11,4
1130,2012-10-11,4
1131,2012-10-11,2
1132,2012-10-11,4
1133,2012-10-11,6
1134,2012-10-11,4
1135,2012-10-11,6
1136,2012-10-11,6
1137,2012-10-11,2
1138,2012-10-11,6
1139,2012-10-11,6
1140,2012-10-11,12
1141,2012-10-11,4
1142,2012-10-11,8
1143,2012-10-11,22
1144,2012-10-11,6
1145,2012-10-11,6
1146,2012-10-11,6
1147,2012-10-11,24
1148,2012-10-11,4
1149,2012-10-11,2
1150,2012-10-11,12
1151,2012-10-11,12
1152,2012-10-12,16
1153,2012-10-12,4
1154,2012-10-12,2
1155,2012-10-12,2
1156,2012-10-12,6
1157,2012-10-12,2
1158,2012-10-12,6
1159,2012-10-12,4
1160,2012-10-12,2
1161,2012-10-12,2
1162,2012-10-12,8
1163,2012-10-12,2
1164,2012-10-12,6
1165,2012-10-12,4
1166,2012-10-12,6
1167,2012-10-12,12
1168,2012-10-12,4
1169,2012-10-12,6
1170,2012-10-12,4
1171,2012-10-12,10
1172,2012-10-12,12
1173,2012-10-12,6
1174,2012-10-12,32
1175,2012-10-12,20
1176,2012-10-13,16
1177,2012-10-13,20
1178,2012-10-13,10
1179,2012-10-13,8
1180,2012-10-13,4
1181,2012-10-13,4
1182,2012-10-13,8
1183,2012-10-13,4
1184,2012-10-13,10
1185,2012-10-13,2
1186,2012-10-13,4
1187,2012-10-13,8
1188,2012-10-13,6
1189,2012-10-13,2
1190,2012-10-13,8
1191,2012-10-13,4
1192,2012-10-13,4
1193,2012-10-13,6
1194,2012-10-13,2
1195,2012-10-13,8
1196,2012-10-13,2
1197,2012-10-13,10
1198,2012-10-13,8
1199,2012-10-13,6
1200,2012-10-14,8
1201,2012-10-14,2
1202,2012-10-14,4
1203,2012-10-14,6
1204,2012-10-14,14
1205,2012-10-14,2
1206,2012-10-14,2
1207,2012-10-14,4
1208,2012-10-14,10
1209,2012-10-14,10
1210,2012-10-14,6
1211,2012-10-14,14
1212,2012-10-14,8
1213,2012-10-14,8
1214,2012-10-14,6
1215,2012-10-14,14
1216,2012-10-14,16
1217,2012-10-14,24
1218,2012-10-14,18
1219,2012-10-14,40
1220,2012-10-14,36
1221,2012-10-14,34
1222,2012-10-14,24
1223,2012-10-14,20
1224,2012-10-15,12
1225,2012-10-15,26
1226,2012-10-15,12
1227,2012-10-15,10
1228,2012-10-15,10
1229,2012-10-15,4
1230,2012-10-15,4
1231,2012-10-15,4
1232,2012-10-15,10
1233,2012-10-15,10
1234,2012-10-15,26
1235,2012-10-15,16
1236,2012-10-15,22
1237,2012-10-15,16
1238,2012-10-15,16
1239,2012-10-15,20
1240,2012-10-15,6
1241,2012-10-15,14
1242,2012-10-15,12
1243,2012-10-15,14
1244,2012-10-15,14
1245,2012-10-15,14
1246,2012-10-15,6
1247,2012-10-15,24
1248,2012-10-16,16
1249,2012-10-16,10
1250,2012-10-16,16
1251,2012-10-16,2
1252,2012-10-16,6
1253,2012-10-16,10
1254,2012-10-16,4
1255,2012-10-16,6
1256,2012-10-16,12
1257,2012-10-16,16
1258,2012-10-16,28
1259,2012-10-16,16
1260,2012-10-16,18
1261,2012-10-16,14
1262,2012-10-16,14
1263,2012-10-16,4
1264,2012-10-16,32
1265,2012-10-16,10
1266,2012-10-16,16
1267,2012-10-16,20
1268,2012-10-16,24
1269,2012-10-16,24
